timestamp_unix,elapsed_s,scrape_ok,prompt_tokens_total,generation_tokens_total,requests_running,requests_waiting,requests_finished_total,requests_error_total,error
1787161755.613960,62.000059,1,81287.0,1143675.0,191.0,0.0,4347.0,51.0,
1787161756.613958,63.000057,1,81415.0,1145676.0,191.0,0.0,4354.0,51.0,
1787161757.613959,64.000058,1,81527.0,1147821.0,191.0,0.0,4362.0,51.0,
1787161758.613958,65.000057,1,81639.0,1149823.0,191.0,0.0,4369.0,51.0,
1787161759.613959,66.000058,1,81751.0,1151825.0,191.0,0.0,4376.0,51.0,
1787161760.613958,67.000057,1,81863.0,1153827.0,191.0,0.0,4383.0,51.0,
1787161761.613958,68.000057,1,81991.0,1155828.0,191.0,0.0,4390.0,51.0,
1787161762.613957,69.000056,1,82103.0,1157973.0,191.0,0.0,4398.0,51.0,
1787161763.613961,70.000060,1,82221.0,1159975.0,191.0,0.0,4405.0,51.0,
1787161764.613961,71.000060,1,82340.0,1161977.0,191.0,0.0,4412.0,51.0,
1787161765.614034,72.000134,1,82476.0,1163978.0,191.0,0.0,4419.0,51.0,
1787161766.613969,73.000068,1,82595.0,1165980.0,191.0,0.0,4426.0,51.0,
1787161767.613966,74.000065,1,82729.0,1167978.0,190.0,0.0,4436.0,51.0,
1787161768.613982,75.000081,1,82953.0,1169967.0,190.0,0.0,4449.0,51.0,
1787161769.613967,76.000066,1,83097.0,1171963.0,187.0,0.0,4461.0,51.0,
1787161770.613968,77.000067,1,83257.0,1173961.0,191.0,0.0,4468.0,51.0,
1787161771.614054,78.000153,1,83385.0,1176106.0,191.0,0.0,4475.0,51.0,
1787161772.613967,79.000066,1,83497.0,1178108.0,191.0,0.0,4482.0,51.0,
1787161773.613967,80.000066,1,83609.0,1180110.0,191.0,0.0,4489.0,51.0,
1787161774.613997,81.000096,1,83721.0,1182111.0,191.0,0.0,4497.0,51.0,
1787161775.613967,82.000066,1,83833.0,1184113.0,191.0,0.0,4504.0,51.0,
1787161776.613967,83.000066,1,83945.0,1186115.0,191.0,0.0,4511.0,51.0,
1787161777.613969,84.000068,1,84057.0,1188119.0,191.0,0.0,4518.0,51.0,
1787161778.613968,85.000067,1,84185.0,1190262.0,191.0,0.0,4525.0,51.0,
1787161779.613963,86.000062,1,84297.0,1192263.0,191.0,0.0,4533.0,51.0,
1787161780.613968,87.000067,1,84409.0,1194265.0,191.0,0.0,4540.0,51.0,
1787161781.613969,88.000068,1,84525.0,1196267.0,191.0,0.0,4547.0,51.0,
1787161782.613968,89.000067,1,84644.0,1198269.0,191.0,0.0,4554.0,51.0,
1787161783.613975,90.000074,1,84763.0,1200271.0,191.0,0.0,4561.0,51.0,
1787161784.613966,91.000065,1,84899.0,1202272.0,191.0,0.0,4568.0,51.0,
1787161785.613967,92.000066,1,85018.0,1204274.0,190.0,0.0,4576.0,51.0,
1787161786.613967,93.000067,1,85227.0,1206263.0,190.0,0.0,4589.0,51.0,
1787161787.613970,94.000069,1,85403.0,1208258.0,191.0,0.0,4599.0,51.0,
1787161788.613985,95.000084,1,85563.0,1210253.0,191.0,0.0,4610.0,51.0,
1787161789.613967,96.000066,1,85675.0,1212255.0,191.0,0.0,4617.0,51.0,
1787161790.613978,97.000077,1,85787.0,1214257.0,191.0,0.0,4624.0,51.0,
1787161791.613968,98.000067,1,85915.0,1216402.0,191.0,0.0,4631.0,51.0,
1787161792.613980,99.000079,1,86027.0,1218403.0,191.0,0.0,4639.0,51.0,
1787161793.613965,100.000064,1,86139.0,1220405.0,191.0,0.0,4646.0,51.0,
1787161794.613961,101.000060,1,86251.0,1222407.0,191.0,0.0,4653.0,51.0,
1787161795.613959,102.000058,1,86363.0,1224409.0,191.0,0.0,4660.0,51.0,
1787161796.614022,103.000121,1,86491.0,1226554.0,191.0,0.0,4667.0,51.0,
1787161797.613965,104.000064,1,86603.0,1228555.0,191.0,0.0,4675.0,51.0,
1787161798.613961,105.000060,1,86715.0,1230557.0,191.0,0.0,4682.0,51.0,
1787161799.613959,106.000058,1,86829.0,1232559.0,191.0,0.0,4689.0,51.0,
1787161800.613958,107.000057,1,86948.0,1234561.0,191.0,0.0,4696.0,51.0,
1787161801.613960,108.000059,1,87067.0,1236563.0,191.0,0.0,4703.0,51.0,
